id,genre
907483,2
907492,2
907499,2
908485,3
910559,2
910562,0
911010,0
911014,2
911051,0
911055,0
911169,1
911193,2
911197,3
911202,2
911311,0
911326,2
911810,1
912067,0
912070,0
912074,0
912077,1
912124,1
912445,2
912448,2
912460,2
913168,4
913728,1
913732,3
914077,1
914143,2
914772,0
914778,5
914781,0
916842,0
916848,0
917671,3
917674,2
917677,3
917728,3
917731,3
917736,3
917959,0
917962,1
917965,2
917984,5
917987,4
918094,0
918097,4
918487,0
918553,5
918587,4
919052,4
919055,5
919058,5
919061,5
919064,4
919067,5
919070,3
919073,5
919076,4
919079,3
919082,5
919226,4
919336,2
919339,0
919342,2
919347,3
919350,2
919354,2
919468,3
919478,4
919638,0
919641,2
919770,2
919774,0
919777,2
919803,2
919807,4
919810,5
919816,3
919841,0
920486,3
920488,1
920667,1
920855,4
920997,4
921000,4
921857,3
921860,3
921866,3
921869,1
921873,3
921877,5
921973,0
922023,4
922026,2
922029,1
922032,4
923444,4
924108,0
924111,0
924751,0
924788,3
926468,2
926701,2
926705,5
926709,4
926714,0
926728,5
927653,2
927658,3
927663,3
928690,5
928693,5
928996,2
929284,1
929287,4
929290,1
929377,5
929382,0
929585,5
930303,2
930304,4
930330,1
931707,3
931711,3
931714,1
931717,4
931720,4
932393,0
933297,5
933301,5
933305,5
933310,5
933315,4
933753,5
933929,3
933932,0
933940,4
933943,0
933946,3
934195,4
935094,0
935555,0
936328,3
936331,4
936560,5
937250,4
937345,5
938331,3
938680,2
939096,2
939288,3
939370,0
939615,4
939618,1
939621,3
939624,4
939627,5
940049,4
940505,4
940749,2
942824,0
942830,0
943547,4
943717,4
944274,1
944277,4
944283,5
944408,3
945014,0
945020,1
946250,5
946896,1
946947,1
946950,1
946953,1
946956,1
947520,3
947525,3
947528,3
947531,2
947534,1
947814,5
947972,5
948131,5
948134,5
948436,5
949254,3
949307,4
949334,5
949661,5
949664,4
950912,5
951131,2
951146,5
951149,2
951154,1
951157,0
951251,2
952094,1
952441,5
952803,2
952806,4
952809,2
952812,2
954021,2
954357,4
954360,4
954363,0
954366,4
955124,3
955210,1
955726,5
955731,4
955753,3
956104,3
957133,2
957136,2
957145,2
957733,0
957736,0
958551,3
958556,1
958560,1
958563,4
959074,4
959323,3
959326,2
959330,1
959334,2
959736,2
959740,3
959917,5
959920,4
959923,3
959926,5
959930,5
959934,4
959937,4
960234,2
960237,2
960242,2
960875,3
960878,1
961320,2
961323,4
961350,2
961353,2
961438,4
961441,1
961444,1
961448,3
961449,5
961665,5
961912,0
961915,0
961951,4
961953,3
961956,1
962231,0
962409,5
962412,5
962472,5
962575,4
962578,4
962581,4
962584,4
962998,4
963001,1
963004,0
963007,5
963072,4
963782,0
963786,5
963807,2
963810,2
963937,2
963940,4
964085,5
964088,4
964091,4
964094,3
964218,0
964453,0
964466,0
964726,0
964937,3
964951,0
965109,0
965112,0
965181,1
965502,5
965830,0
967765,5
968025,0
968295,3
968299,2
968302,1
968450,5
968464,5
968781,0
968959,5
969109,1
969735,3
969747,0
969960,4
970037,2
970040,4
970334,0
970354,0
970480,0
970541,2
970546,0
970746,3
970760,0
971022,0
971059,0
971622,5
971915,5
971918,4
972277,0
972280,5
972283,3
973041,5
973363,4
973814,4
973824,0
973827,0
973925,5
974046,5
974621,2
974625,2
974647,1
974650,2
974653,0
974656,1
974949,0
974962,0
975876,1
975969,0
976126,2
976129,2
976132,3
976142,1
976150,1
976180,5
976183,0
976186,4
976482,4
976485,4
976488,2
976491,4
976494,4
976497,4
976500,4
977012,3
977050,2
977053,4
977056,2
977111,2
977114,5
977117,5
977193,5
977238,0
977495,5
977588,3
977591,2
977698,0
978462,4
978531,5
978534,5
978537,5
978540,5
978543,5
978795,4
978798,5
978801,5
978804,4
978911,0
978979,5
978982,4
979226,2
979339,1
979348,5
979356,1
979359,0
979362,5
979365,5
979418,5
979423,4
979495,5
979577,1
979766,5
979803,4
979859,3
980070,0
980073,4
980076,4
980079,3
