id,genre
907483,2
907492,3
907499,2
908485,1
910559,3
910562,0
911010,0
911014,2
911051,0
911055,0
911169,2
911193,2
911197,2
911202,2
911311,0
911326,2
911810,2
912067,0
912070,0
912074,0
912077,0
912124,1
912445,2
912448,2
912460,2
913168,3
913728,5
913732,1
914077,0
914143,2
914772,5
914778,5
914781,5
916842,2
916848,0
917671,1
917674,3
917677,2
917728,2
917731,2
917736,2
917959,0
917962,1
917965,2
917984,1
917987,3
918094,1
918097,5
918487,5
918553,1
918587,4
919052,3
919055,3
919058,1
919061,4
919064,4
919067,4
919070,3
919073,5
919076,1
919079,5
919082,5
919226,1
919336,4
919339,2
919342,3
919347,2
919350,3
919354,2
919468,1
919478,3
919638,0
919641,0
919770,2
919774,1
919777,2
919803,2
919807,5
919810,3
919816,3
919841,0
920486,3
920488,3
920667,1
920855,2
920997,4
921000,4
921857,1
921860,3
921866,2
921869,3
921873,3
921877,1
921973,5
922023,0
922026,0
922029,0
922032,0
923444,1
924108,0
924111,0
924751,0
924788,5
926468,2
926701,2
926705,1
926709,1
926714,0
926728,0
927653,3
927658,1
927663,3
928690,1
928693,4
928996,1
929284,5
929287,4
929290,1
929377,5
929382,0
929585,5
930303,1
930304,2
930330,5
931707,5
931711,5
931714,1
931717,5
931720,5
932393,3
933297,1
933301,5
933305,5
933310,1
933315,1
933753,2
933929,3
933932,0
933940,1
933943,4
933946,4
934195,4
935094,0
935555,0
936328,4
936331,4
936560,1
937250,3
937345,1
938331,1
938680,2
939096,4
939288,0
939370,0
939615,1
939618,1
939621,3
939624,5
939627,4
940049,5
940505,1
940749,2
942824,1
942830,5
943547,1
943717,4
944274,1
944277,4
944283,4
944408,3
945014,0
945020,0
946250,1
946896,5
946947,1
946950,1
946953,1
946956,1
947520,3
947525,3
947528,2
947531,2
947534,3
947814,1
947972,1
948131,0
948134,5
948436,3
949254,0
949307,4
949334,5
949661,4
949664,4
950912,4
951131,2
951146,5
951149,2
951154,3
951157,0
951251,2
952094,1
952441,4
952803,2
952806,0
952809,2
952812,1
954021,3
