filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
00907299.mp3,0.3976678252220154,0.1882513165473938,2349.5592922068136,2051.9245337027955,4315.856035322667,0.14867426534663053,-17.238174438476562,94.44202423095703,-48.61454772949219,32.370765686035156,-4.550583839416504,2.220590353012085,-2.271864891052246,2.682117223739624,-5.288854122161865,0.5125930905342102,-9.244275093078613,2.2399396896362305,-6.41642951965332,2.6771085262298584,-5.104512691497803,-0.9110985994338989,-3.207995653152466,3.043154001235962,-1.0365114212036133,3.882601022720337,1
00907479.mp3,0.24496768414974213,0.13298171758651733,1899.8751991114518,2018.9610526195615,3714.994202604973,0.0883505617501935,-139.90843200683594,97.18701934814453,-23.46678924560547,26.181365966796875,-8.045514106750488,-3.197767972946167,-22.364669799804688,-6.454603672027588,-20.433717727661133,-5.495286464691162,-16.56046485900879,-4.755204677581787,-8.716602325439453,-6.129287242889404,-8.166216850280762,-8.738449096679688,-9.176325798034668,-1.9971158504486084,-6.30378532409668,-8.047345161437988,2
00907482.mp3,0.3356803059577942,0.0833263099193573,1584.1465798135232,1754.4480127851593,3206.946112812258,0.07722294672250193,-198.2923583984375,120.71194458007812,-29.782079696655273,35.7856559753418,-10.451662063598633,5.316995620727539,-13.973686218261719,-5.228672504425049,-16.383747100830078,-7.792897701263428,-11.733329772949219,-4.999311923980713,-7.8476667404174805,-7.091022491455078,-13.875327110290527,-8.470307350158691,-10.472196578979492,-8.709441184997559,-9.455057144165039,-9.769729614257812,2
00907486.mp3,0.27377912402153015,0.045630015432834625,1143.1270195950635,1364.4017058375528,2187.65501322255,0.05407478456622773,-296.3250732421875,127.05620574951172,-11.140426635742188,17.762277603149414,-0.6601303219795227,-4.72859525680542,-7.765411853790283,-6.225920677185059,-10.142210960388184,-7.435736179351807,-7.86368989944458,-7.554514408111572,-5.775998115539551,-7.708980560302734,-12.432242393493652,-6.5455708503723145,-7.4592156410217285,-7.543604373931885,-5.158943176269531,-3.652437448501587,2
00907489.mp3,0.3553060293197632,0.12095551192760468,1919.1681742907056,1926.8072316565622,3838.9314469766655,0.09759876065065841,-122.51752471923828,103.2352066040039,-30.951581954956055,41.03110885620117,-10.52668285369873,1.8194388151168823,-12.620566368103027,-2.685547351837158,-11.149664878845215,-6.290968894958496,-16.963115692138672,-7.872331142425537,-7.559552192687988,-11.01108169555664,-8.631731033325195,-4.3853936195373535,-7.318212032318115,-7.899265766143799,-13.154898643493652,-9.025381088256836,2
00907493.mp3,0.2667021155357361,0.117259182035923,1765.9524852337163,1936.5864040759002,3310.317163445246,0.08060309353214562,-164.28912353515625,121.98870849609375,-15.695501327514648,17.67658805847168,6.791200160980225,0.868419349193573,-14.774534225463867,-8.73425579071045,-16.31595230102539,-4.7515130043029785,-15.682082176208496,-2.0641582012176514,-13.525997161865234,-7.024837017059326,-2.776137113571167,-8.827327728271484,-0.5202852487564087,2.3198347091674805,-0.30670562386512756,0.009680903516709805,2
00907496.mp3,0.20834308862686157,0.04767945408821106,1244.1783427342036,1474.9546036511983,2233.4568534868804,0.061112313008326875,-371.141845703125,101.11792755126953,1.7410377264022827,10.080738067626953,-7.381800174713135,-8.922748565673828,-9.527996063232422,-5.624731540679932,-7.580728530883789,-3.3486907482147217,-2.4101858139038086,-3.9873251914978027,-4.152920722961426,-5.355719566345215,-7.096798419952393,-4.907190799713135,-5.45720911026001,-5.891169548034668,-8.359221458435059,-4.759277820587158,2
00907500.mp3,0.2965352535247803,0.13834801316261292,1594.6322953423694,1738.9661554050642,3094.3596518566033,0.07863030112316034,-129.49822998046875,126.48336029052734,-35.11384582519531,23.26918601989746,-13.484028816223145,-4.821991920471191,-16.30571937561035,-10.021158218383789,-21.416095733642578,-10.779793739318848,-14.704719543457031,-6.749181747436523,-8.775628089904785,-9.690750122070312,-5.535472393035889,-6.422250270843506,-7.165236473083496,-2.526479482650757,-4.3397626876831055,-2.9693593978881836,2
00907501.mp3,0.3329086899757385,0.1111689880490303,2331.932338765961,2627.243688682542,5292.030690235283,0.10562873680770721,-110.66983032226562,103.5665512084961,10.578778266906738,16.410064697265625,11.801118850708008,3.594214916229248,-1.3690271377563477,2.367372989654541,-10.05712604522705,0.01488577015697956,-4.859470844268799,3.036882162094116,-2.7557272911071777,0.22179120779037476,0.2798116207122803,2.903775453567505,-2.0382187366485596,4.170448303222656,0.6175103187561035,3.2109711170196533,2
00908482.mp3,0.35161879658699036,0.1715080589056015,1129.6242469388083,1793.9727847908973,2207.519984761997,0.0347390189628483,-155.04153442382812,141.3458709716797,14.964590072631836,38.41758346557617,10.618184089660645,15.543355941772461,-3.4163742065429688,-0.057364970445632935,-10.89732837677002,-0.6966387629508972,-10.420945167541504,-1.6473288536071777,-8.606712341308594,-6.413252353668213,-7.850608825683594,-3.718372106552124,-8.937159538269043,-4.83559513092041,-9.765684127807617,-3.2420098781585693,2
00908484.mp3,0.34132152795791626,0.21060393750667572,798.9150650122956,1122.0035119300885,1520.1324746335622,0.03553531044407895,-188.88900756835938,178.97117614746094,-7.1733269691467285,37.81646728515625,15.57022762298584,8.31611156463623,8.367680549621582,-5.638002872467041,-1.947401523590088,-1.3847137689590454,-4.323821067810059,-0.41319549083709717,0.39538854360580444,-4.527459621429443,-2.0285167694091797,-6.704867362976074,-14.3314208984375,-9.406033515930176,-4.857030391693115,-2.112030506134033,2
00908486.mp3,0.3129293620586395,0.1423736959695816,765.8751387628869,1070.223712360007,1374.021848978505,0.038461131148334625,-239.76585388183594,188.68524169921875,-2.7361373901367188,31.938486099243164,16.05202865600586,4.972318172454834,7.56093168258667,-2.003115177154541,-4.574771881103516,-1.9271905422210693,-5.0538434982299805,-4.748456001281738,-2.920443534851074,-7.631621837615967,-3.7108054161071777,-4.922048091888428,-8.879157066345215,-3.655364513397217,-0.5977630615234375,-2.6152477264404297,2
